state,district,district_id,region,district_type,college_share_tier,white_share_tier,black_share_tier,hispanic_share_tier,median_income_tier,education_race_error_group,demographic_error_group,election_system,general_election_party_structure,party_control_override,election_system_notes,state_error_group,region_error_group,district_type_error_group,state_environment_adjustment_dem,incumbent_raw,incumbent_party_raw,incumbent_party,inferred_incumbent_party,incumbent_running,open_seat,dem_candidate,gop_candidate,other_candidate,dem_candidate_italic,gop_candidate_italic,dem_candidate_is_incumbent,gop_candidate_is_incumbent,pres_2024_margin_dem,pres_2020_margin_dem,genballot_adjusted_margin_dem,district_partisan_baseline_dem,district_elasticity,manual_elasticity_override,national_environment_margin_dem,district_environment_adjustment_dem,incumbency_adjustment_dem,candidate_quality_adjustment_dem,special_adjustment_dem,fundamentals_margin_dem,polling_margin_dem,poll_count,polling_active,model_margin_dem,dem_win_probability,race_notes,elasticity_baseline_margin_dem,district_type_elasticity_base,partisan_baseline_elasticity_adjustment,region_elasticity_adjustment,calculated_district_elasticity,elasticity_notes,district_elasticity_input,national_pres_2024_margin_dem,national_pres_2020_margin_dem,pres_2024_relative_to_national_dem,pres_2020_relative_to_national_dem,imported_national_environment_margin_dem,house_environment_multiplier,house_national_environment_used_dem,generic_house_incumbency_points,use_candidate_war_adjustments,candidate_war_adjustment_dem,war_match_status,dem_war_name,gop_war_name,dem_candidate_war,gop_candidate_war,candidate_war_match_status,candidate_quality_adjustment_dem_before_war,candidate_event_adjustment_dem,candidate_event_count,candidate_event_ids,candidate_event_summary,use_house_poll_spillover_adjustments,poll_spillover_adjustment_dem,poll_spillover_raw_adjustment_dem,poll_spillover_source_count,poll_spillover_notes,fundamentals_notes,national_environment_source_path,latest_poll_end_date,avg_poll_age_days,total_poll_weight,effective_poll_count,largest_pollster_weight_share,only_partisan_or_internal_polls,polling_notes,polling_active_bool,only_partisan_or_internal_polls_bool,poll_quality_count,poll_count_multiplier,bayesian_polling_weight,bayesian_fundamentals_weight,bayesian_model_margin_dem,district_posterior_sd,party_control_fixed,pre_sim_dem_win_probability,raw_simulated_dem_win_probability,simulated_dem_win_probability,avg_simulated_margin_dem,margin_p25_dem,margin_p50_dem,margin_p75_dem
FL,21,FL-21,Southeast,Mixed,Medium,High,Medium,Medium,Unknown,Medium College / High White,Medium College / High White / Medium Black / Medium Hispanic / Unknown Income,standard,D_vs_R,,,FL,Southeast,Mixed,0.0,"Mast, Brian",R,R,R,True,False,"Martin, James","Mast, Brian",,True,False,False,True,-16.200000000000003,-8.799999999999997,-8.200000000000003,-14.286,1.0,,7.38,7.38,-1.5,-0.7639285714285713,0.0,-9.16992857142857,,0,False,-9.16992857142857,0.11626918654067296,,-13.98,0.95,0.0,0.0,0.95,District type base: Mixed=0.95. Partisan baseline adjustment: +0.00. Region adjustment: Southeast=+0.00. No manual override. Final elasticity: 0.95.,0.95,-1.5,4.52,-14.700000000000005,-13.319999999999997,7.38,1.0,7.38,1.5,1,-0.7639285714285713,Only R matched,,Brian Mast,0.0,1.4551020408163264,Only R matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-9.16992857142857,5.75,,0.17823941357843656,0.11625,0.11626918654067296,-9.043995166191573,-14.08816302683244,-9.056315501329744,-3.9679979161031027
FL,22,FL-22,Southeast,Mixed,High,Medium,Medium,High,Unknown,High College / Medium White,High College / Medium White / Medium Black / High Hispanic / Unknown Income,standard,D_vs_R,,,FL,Southeast,Mixed,0.0,"Frankel, Lois",D,D,D,False,True,"Dandiya, Pia","Askar, Casey",,True,True,False,False,-10.5,2.200000000000003,-2.5,-6.995999999999999,1.0,,7.38,7.38,0.0,0.0,0.0,0.3840000000000012,1.2164093042917847,2,True,0.603602521979541,0.5359982000899955,,-6.689999999999999,0.95,0.0,0.0,0.95,District type base: Mixed=0.95. Partisan baseline adjustment: +0.00. Region adjustment: Southeast=+0.00. No manual override. Final elasticity: 0.95.,0.95,-1.5,4.52,-9.0,-2.3199999999999967,7.38,1.0,7.38,1.5,1,0.0,Neither matched,,,0.0,0.0,Neither matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,2026-08-31,24.5,1.2551720653734284,1.9105244340475345,0.6082046521458924,False,"Manual House polling average from 2 poll(s): Tavern Research, Impact Research",True,False,1.9105244340475345,0.5276311085118837,0.26381555425594183,0.7361844457440582,0.603602521979541,5.370765140757084,,0.5251289156731442,0.536,0.5359982000899955,0.6038208278253405,-4.467356477822664,0.6491714534003483,5.7599971909564704
FL,23,FL-23,Southeast,Urban,Medium,Medium,Medium,Medium,Unknown,Medium College / Medium White,Medium College / Medium White / Medium Black / Medium Hispanic / Unknown Income,standard,D_vs_R,,,FL,Southeast,Urban,0.0,"Moskowitz, Jared",D,D,D,True,False,"Frankel, Lois","Adeimy, Deborah",,False,True,True,False,13.799999999999995,26.6,21.799999999999997,17.333999999999996,1.0,,7.38,7.38,1.5,0.3745,0.0,26.588499999999996,,0,False,26.588499999999996,0.9999250037498125,,17.639999999999997,0.7,-0.1,0.0,0.6,District type base: Urban=0.70. Partisan baseline adjustment: -0.10. Region adjustment: Southeast=+0.00. No manual override. Final elasticity: 0.60.,0.6,-1.5,4.52,15.299999999999995,22.08,7.38,1.0,7.38,1.5,1,0.3745,Only D matched,Lois Frankel,,0.7133333333333334,0.0,Only D matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,26.588499999999996,5.75,,0.9882422663172652,0.99995,0.9999250037498125,26.58365953702575,21.533022157141836,26.604734553069882,31.69082314372019
FL,24,FL-24,Southeast,Urban,Low,Low,Very High,High,Unknown,Low College / Low White,Low College / Low White / Very High Black / High Hispanic / Unknown Income,standard,D_vs_R,,,FL,Southeast,Urban,0.0,"Wilson, Frederica",D,D,D,False,True,"Gilbert, Oliver","Brown, Te Mayonna",,True,True,False,False,38.6,56.4,46.6,43.634,1.0,,7.38,7.38,0.0,0.0,0.0,51.014,,0,False,51.014,0.9999750012499375,,43.94,0.7,-0.2,0.0,0.55,District type base: Urban=0.70. Partisan baseline adjustment: -0.20. Region adjustment: Southeast=+0.00. No manual override. Final elasticity: 0.55.,0.55,-1.5,4.52,40.1,51.879999999999995,7.38,1.0,7.38,1.5,1,0.0,Neither matched,,,0.0,0.0,Neither matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,51.014,5.75,,0.9997970470353287,1.0,0.9999750012499375,51.046709349302894,45.93562204307038,51.06244564656341,56.136756746755495
FL,25,FL-25,Southeast,Mixed,Very High,Medium,Low,Medium,Unknown,Very High College / Medium White,Very High College / Medium White / Low Black / Medium Hispanic / Unknown Income,standard,D_vs_R,,,FL,Southeast,Mixed,0.0,"Wasserman-Schultz, Debbie",D,D,D,True,False,"Moskowitz, Jared","Singer, Scott",,False,True,True,False,-9.200000000000005,5.100000000000001,-1.2000000000000028,-5.216000000000003,1.0,,7.38,7.38,1.5,-0.0620454545454545,0.0,3.6019545454545425,,0,False,3.6019545454545425,0.6875406229688515,,-4.910000000000003,0.95,0.1,0.0,1.05,District type base: Mixed=0.95. Partisan baseline adjustment: +0.10. Region adjustment: Southeast=+0.00. No manual override. Final elasticity: 1.05.,1.05,-1.5,4.52,-7.700000000000005,0.5800000000000018,7.38,1.0,7.38,1.5,1,-0.0620454545454545,Only D matched,Jared Moskowitz,,-0.1181818181818182,0.0,Only D matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,3.6019545454545425,5.75,,0.6457308308885847,0.68755,0.6875406229688515,3.6438172062813465,-1.381136842927405,3.6438403857917145,8.653770072833115
FL,26,FL-26,Southeast,Mixed,Medium,Low,Low,Very High,Unknown,Medium College / Low White,Medium College / Low White / Low Black / Very High Hispanic / Unknown Income,standard,D_vs_R,,,FL,Southeast,Mixed,0.0,"Diaz-Balart, Mario",R,R,R,True,False,"Locklin, Nicole","Diaz-Balart, Mario",,True,False,False,True,-18.300000000000004,-1.1000000000000014,-10.300000000000004,-13.446000000000002,1.0,,7.38,7.38,-1.5,-1.5929268292682923,0.0,-9.158926829268294,,0,False,-9.158926829268294,0.11021948902554872,,-13.140000000000002,0.95,0.0,0.0,0.95,District type base: Mixed=0.95. Partisan baseline adjustment: +0.00. Region adjustment: Southeast=+0.00. No manual override. Final elasticity: 0.95.,0.95,-1.5,4.52,-16.800000000000004,-5.620000000000001,7.38,1.0,7.38,1.5,1,-1.5929268292682923,Only R matched,,Mario Diaz-Balart,0.0,3.0341463414634147,Only R matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-9.158926829268294,5.75,,0.1785081431419362,0.1102,0.11021948902554872,-9.178337018992753,-14.201835359270087,-9.181678801691273,-4.197621707350677
FL,27,FL-27,Southeast,Mixed,High,Low,Low,Very High,Unknown,High College / Low White,High College / Low White / Low Black / Very High Hispanic / Unknown Income,standard,D_vs_R,,,FL,Southeast,Mixed,0.0,"Salazar, Maria Elvira",R,R,R,True,False,"Rodriguez, Eliott","Salazar, Maria Elvira",,True,False,False,True,-14.5,-0.2000000000000028,-6.5,-10.516,1.0,,7.38,7.38,-1.5,-0.907907608695652,0.0,-5.543907608695652,0.0,1,True,-4.961797309782608,0.2566121693915304,,-10.21,0.95,0.0,0.0,0.95,District type base: Mixed=0.95. Partisan baseline adjustment: +0.00. Region adjustment: Southeast=+0.00. No manual override. Final elasticity: 0.95.,0.95,-1.5,4.52,-13.0,-4.720000000000002,7.38,1.0,7.38,1.5,1,-0.907907608695652,Only R matched,,Maria Elvira Salazar,0.0,1.7293478260869566,Only R matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,2026-08-30,16.0,0.7532903602003899,1.0,1.0,False,Manual House polling average from 1 poll(s): Bendixen & Anandi ,True,False,0.7,0.21,0.105,0.895,-4.961797309782608,5.5990625,,0.30428692922605677,0.2566,0.2566121693915304,-4.962894031515724,-10.130831456740344,-4.9884686822650135,0.15943002736604983
FL,28,FL-28,Southeast,Mixed,Medium,Low,Medium,Very High,Unknown,Medium College / Low White,Medium College / Low White / Medium Black / Very High Hispanic / Unknown Income,standard,D_vs_R,,,FL,Southeast,Mixed,0.0,"Gimenez, Carlos",R,R,R,True,False,"Ehr, Phil","Gimenez, Carlos",,True,False,False,True,-25.40000000000001,-6.600000000000001,-17.400000000000006,-20.066000000000003,1.0,,7.38,7.38,-1.5,-1.0819512195121952,0.0,-15.2679512195122,,0,False,-15.2679512195122,0.021323933803309835,,-19.760000000000005,0.95,-0.1,0.0,0.85,District type base: Mixed=0.95. Partisan baseline adjustment: -0.10. Region adjustment: Southeast=+0.00. No manual override. Final elasticity: 0.85.,0.85,-1.5,4.52,-23.90000000000001,-11.12,7.38,1.0,7.38,1.5,1,-1.0819512195121952,Both matched,Phil Ehr,Carlos Gimenez,0.2214285714285714,1.7670731707317076,Both matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-15.2679512195122,5.75,,0.07278615019734247,0.0213,0.021323933803309835,-15.235215398857404,-20.35214275932438,-15.213703723981162,-10.108841955960752
GA,1,GA-1,Southeast,Rural,Medium,Medium,High,Low,Unknown,Medium College / Medium White,Medium College / Medium White / High Black / Low Hispanic / Unknown Income,standard,Unresolved,,,GA,Southeast,Rural,0.0,"Carter, Buddy",R,R,R,False,True,"Hollowell, Amanda","Kingston, James",,True,True,False,False,-15.7,-13.4,-7.699999999999999,-15.316,1.0,,7.38,7.38,0.0,0.0,0.0,-7.935999999999999,,0,False,-7.935999999999999,0.1407179641017949,,-15.009999999999998,0.8,-0.1,0.0,0.7000000000000001,District type base: Rural=0.80. Partisan baseline adjustment: -0.10. Region adjustment: Southeast=+0.00. No manual override. Final elasticity: 0.70.,0.7000000000000001,-1.5,4.52,-14.2,-17.92,7.38,1.0,7.38,1.5,1,0.0,Neither matched,,,0.0,0.0,Neither matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-7.935999999999999,5.75,,0.21037497176689898,0.1407,0.1407179641017949,-8.067387604204589,-13.108885199103593,-8.047381782600588,-3.036244595729112
GA,2,GA-2,Southeast,Rural,Low,Low,Very High,Low,Unknown,Low College / Low White,Low College / Low White / Very High Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,GA,Southeast,Rural,0.0,"Bishop, Sanford",D,D,D,True,False,"Bishop, Sanford","Day, Matt",,False,True,True,False,7.5,10.300000000000004,15.5,8.034,1.0,,7.38,7.38,1.5,0.832125,0.0,17.746125000000003,,0,False,17.746125000000003,0.9912754362281886,,8.340000000000002,0.8,0.0,0.0,0.8,District type base: Rural=0.80. Partisan baseline adjustment: +0.00. Region adjustment: Southeast=+0.00. No manual override. Final elasticity: 0.80.,0.8,-1.5,4.52,9.0,5.780000000000005,7.38,1.0,7.38,1.5,1,0.832125,Only D matched,Sanford Bishop,,1.585,0.0,Only D matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,17.746125000000003,5.75,,0.950625566068213,0.9913,0.9912754362281886,17.679330029538747,12.647063146419773,17.708658886066996,22.702709975201167
GA,3,GA-3,Southeast,Rural,Medium,High,High,Low,Unknown,Medium College / High White,Medium College / High White / High Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,GA,Southeast,Rural,0.0,"Jack, Brian",R,R,R,True,False,"Keller, Maura","Jack, Brian",,True,False,False,True,-31.0,-30.10000000000001,-23.0,-31.036,1.0,,7.38,7.38,-1.5,0.21,0.0,-24.946,,0,False,-24.946,0.0003249837508124594,,-30.730000000000004,0.8,-0.2,0.0,0.6000000000000001,District type base: Rural=0.80. Partisan baseline adjustment: -0.20. Region adjustment: Southeast=+0.00. No manual override. Final elasticity: 0.60.,0.6000000000000001,-1.5,4.52,-29.5,-34.620000000000005,7.38,1.0,7.38,1.5,1,0.21,Both matched,Maura Keller,Brian Jack,0.15,-0.15,Both matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-24.946,5.75,,0.015403052444575564,0.0003,0.0003249837508124594,-25.00685944335211,-30.03838952573146,-24.955906834605795,-19.899274584937814
GA,4,GA-4,Southeast,Urban,High,Low,Very High,Medium,Unknown,High College / Low White,High College / Low White / Very High Black / Medium Hispanic / Unknown Income,standard,D_vs_R,,,GA,Southeast,Urban,0.0,"Johnson, Hank",D,D,D,True,False,"Johnson, Hank","Duffie, Jim",,False,True,True,False,52.2,57.7,60.2,53.544,1.0,,7.38,7.38,1.5,-0.0707142857142857,0.0,62.35328571428571,,0,False,62.35328571428571,0.9999750012499375,,53.849999999999994,0.7,-0.2,0.0,0.55,District type base: Urban=0.70. Partisan baseline adjustment: -0.20. Region adjustment: Southeast=+0.00. No manual override. Final elasticity: 0.55.,0.55,-1.5,4.52,53.7,53.18000000000001,7.38,1.0,7.38,1.5,1,-0.0707142857142857,Only D matched,Hank Johnson,,-0.1346938775510204,0.0,Only D matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,62.35328571428571,5.75,,0.9999693305942485,1.0,0.9999750012499375,62.2700237299797,57.212166048192486,62.23656517623971,67.26698781365434
GA,5,GA-5,Southeast,Urban,High,Low,Very High,Low,Unknown,High College / Low White,High College / Low White / Very High Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,GA,Southeast,Urban,0.0,"Williams, Nikema",D,D,D,True,False,"Williams, Nikema","Salveson, John",,False,True,True,False,72.1,72.8,80.1,72.00399999999999,1.0,,7.38,7.38,1.5,-0.1863109756097561,0.0,80.69768902439023,,0,False,80.69768902439023,0.9999750012499375,,72.30999999999999,0.7,-0.2,0.0,0.55,District type base: Urban=0.70. Partisan baseline adjustment: -0.20. Region adjustment: Southeast=+0.00. No manual override. Final elasticity: 0.55.,0.55,-1.5,4.52,73.6,68.28,7.38,1.0,7.38,1.5,1,-0.1863109756097561,Only D matched,Nikema Williams,,-0.3548780487804878,0.0,Only D matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,80.69768902439023,5.75,,0.9999985581971946,1.0,0.9999750012499375,80.7473914314192,75.70794803960753,80.75054163000272,85.79885711996448
GA,6,GA-6,Southeast,Urban,High,Low,Very High,Low,Unknown,High College / Low White,High College / Low White / Very High Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,GA,Southeast,Urban,0.0,"McBath, Lucy",D,D,D,True,False,"McBath, Lucy","Martin, Kevin",,False,True,True,False,50.0,49.5,58.0,49.544,1.0,,7.38,7.38,1.5,-0.1067119565217391,0.0,58.31728804347826,,0,False,58.31728804347826,0.9999750012499375,,49.85,0.7,-0.2,0.0,0.55,District type base: Urban=0.70. Partisan baseline adjustment: -0.20. Region adjustment: Southeast=+0.00. No manual override. Final elasticity: 0.55.,0.55,-1.5,4.52,51.5,44.98,7.38,1.0,7.38,1.5,1,-0.1067119565217391,Only D matched,Lucy McBath,,-0.2032608695652173,0.0,Only D matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,58.31728804347826,5.75,,0.9999399064535626,1.0,0.9999750012499375,58.27622607223354,53.174840385522444,58.22738812050521,63.38392314406273
