race_id,state,district,region,district_type,college_share_tier,white_share_tier,black_share_tier,hispanic_share_tier,pres_2020_margin_dem,characteristics_elasticity_raw_prediction,characteristics_elasticity,characteristics_elasticity_model_alpha,characteristics_elasticity_prediction_mean_before_normalization,characteristics_model_training_match,characteristics_elasticity_method,characteristics_elasticity_limitations
TX-20,TX,20,Urban South,Urban,Low,Low,Medium,Very High,40.2,1.0294003546399062,1.108791809119237,300.0,0.9283982314566384,False,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-21,TX,21,Urban South,Rural,High,Medium,Low,High,-16.700000000000003,1.235681729980625,1.330982425550149,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-22,TX,22,Urban South,Rural,High,Medium,Medium,Medium,-17.199999999999996,1.0231905150599143,1.1021030419829094,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-23,TX,23,Southwest,Rural,Medium,Low,Low,Very High,-7.199999999999996,1.0002003174292067,1.077339748762675,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-24,TX,24,Urban South,Suburban,Very High,High,Low,Medium,-12.4,1.288509031773934,1.3878839792190136,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-25,TX,25,Urban South,Mixed,Medium,Medium,Medium,Medium,-15.800000000000004,1.1715939235532156,1.2619519122898457,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-26,TX,26,Urban South,Suburban,High,Medium,Medium,Medium,-18.5,1.159930341121033,1.249388787935459,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-27,TX,27,Urban South,Mixed,Medium,Medium,Low,High,-17.199999999999996,1.3919600643666314,1.499313567393029,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-28,TX,28,Southwest,Rural,Low,Low,Low,Very High,9.599999999999994,0.8581642695610896,0.9243493152875215,300.0,0.9283982314566384,False,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-29,TX,29,Urban South,Urban,Low,Low,High,Very High,43.00000000000001,0.973289498471677,1.048353460286762,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-30,TX,30,Urban South,Urban,Low,Low,Very High,High,56.8,0.6920337544472219,0.7454061533071156,300.0,0.9283982314566384,False,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-31,TX,31,Urban South,Mixed,Medium,Medium,Medium,Medium,-17.699999999999996,1.1794688494459207,1.2704341838257893,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-32,TX,32,Urban South,Mixed,High,Medium,Medium,Medium,-10.099999999999994,1.0942525804520267,1.1786456968311607,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-33,TX,33,Urban South,Urban,Medium,Low,Medium,Very High,44.900000000000006,1.0823253989853059,1.165798643635026,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-34,TX,34,Southwest,Rural,Low,Low,Low,Very High,2.8999999999999986,0.8859337450774714,0.9542604833353237,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-35,TX,35,Urban South,Mixed,Low,Low,Low,Very High,-1.9000000000000057,1.5041341485705604,1.620138963654211,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-36,TX,36,Urban South,Rural,Medium,Medium,Medium,Medium,-18.4,1.0818807178889065,1.1653196669617274,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-37,TX,37,Urban South,Mixed,Very High,Medium,Low,High,62.39999999999999,1.1531407608056181,1.2420755681496325,300.0,0.9283982314566384,False,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-38,TX,38,Urban South,Mixed,Very High,Medium,Medium,Medium,-17.800000000000004,1.270981963594702,1.369005153748038,300.0,0.9283982314566384,False,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
UT-1,UT,1,Mountain West,Urban,Medium,High,Low,Medium,24.6,0.5366728891833308,0.5780632394584614,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
UT-2,UT,2,Mountain West,Rural,Medium,Very High,Low,Low,-30.4,0.8043171980371289,0.8663493431855974,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
UT-3,UT,3,Mountain West,Rural,Medium,Very High,Low,Low,-40.7,0.847007585771268,0.9123321836172932,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
UT-4,UT,4,Mountain West,Rural,High,Very High,Low,Low,-33.0,0.7613768469935472,0.8200972612786671,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
VT-AL,VT,AL,Northeast,Rural,High,Very High,Low,Low,35.39999999999999,0.5573108764923683,0.6002929105303859,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
VA-1,VA,1,Mid-Atlantic,Exurban,High,High,Medium,Low,-6.699999999999996,1.5925303076925121,1.7153525865660728,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
VA-2,VA,2,Mid-Atlantic,Mixed,Very High,High,Medium,Low,2.0,1.4051905885565121,1.513564482293117,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
VA-3,VA,3,Mid-Atlantic,Urban,Medium,Low,Very High,Low,38.1,0.9268603121646356,0.9983434702481178,300.0,0.9283982314566384,False,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
VA-4,VA,4,Mid-Atlantic,Mixed,Medium,Medium,High,Low,35.8,1.1665751390164165,1.2565460591044895,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
VA-5,VA,5,Mid-Atlantic,Rural,Medium,High,Medium,Low,-8.200000000000003,1.2558784420980693,1.3527367885305221,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
VA-6,VA,6,Mid-Atlantic,Rural,Medium,High,Low,Low,-22.1,1.3596155637075935,1.4644745300455644,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
VA-7,VA,7,Mid-Atlantic,Suburban,High,Medium,Medium,Medium,6.699999999999996,1.254607312449099,1.3513676243013142,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
VA-8,VA,8,Mid-Atlantic,Suburban,Very High,Medium,Medium,Medium,55.6,1.196746797945923,1.2890446765158643,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
VA-9,VA,9,Appalachia,Rural,Low,Very High,Low,Low,-41.900000000000006,0.6570504278191288,0.7077247732239104,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
VA-10,VA,10,Mid-Atlantic,Suburban,Very High,Medium,Low,Medium,18.0,1.3987132583223494,1.5065875945582061,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
VA-11,VA,11,Mid-Atlantic,Suburban,Very High,Medium,Low,Low,41.00000000000001,1.357615177328673,1.4623198659034518,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
WA-1,WA,1,Northwest,Suburban,Very High,Medium,Low,Low,30.4,0.7615300593146725,0.8202622899440977,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
WA-2,WA,2,Northwest,Suburban,Medium,High,Low,Low,22.700000000000003,0.6652659043250333,0.7165738599924348,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
WA-3,WA,3,Northwest,Exurban,Medium,Very High,Low,Low,-4.200000000000003,0.8738212203024299,0.9412137924168832,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
WA-4,WA,4,Northwest,Rural,Low,Medium,Low,High,-16.9,0.7769265525388499,0.8368462220354164,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
WA-5,WA,5,Northwest,Rural,Medium,Very High,Low,Low,-8.899999999999999,0.4967158223673651,0.5350245245383847,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
WA-6,WA,6,Northwest,Suburban,Medium,High,Low,Low,17.1,0.6884762122193225,0.7415742392562694,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
WA-7,WA,7,Northwest,Urban,Very High,High,Low,Low,75.1,0.25420388985525,0.2738091060949235,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
WA-8,WA,8,Northwest,Suburban,High,High,Low,Low,6.700000000000003,0.6778645043142152,0.7301441141811088,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
WA-9,WA,9,Northwest,Suburban,High,Low,Medium,Low,44.7,0.5295499905591466,0.5703909945286014,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
WA-10,WA,10,Northwest,Suburban,Medium,High,Low,Low,17.6,0.6864038633001895,0.7393420625362842,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
WV-1,WV,1,Appalachia,Rural,Low,Very High,Low,Low,-44.5,0.6678266421986202,0.7193320921678334,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
WV-2,WV,2,Appalachia,Rural,Low,Very High,Low,Low,-42.10000000000001,0.657879367386782,0.7086176439119044,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
WI-1,WI,1,Midwest,Suburban,Medium,Very High,Low,Low,-2.0,1.1898548580939625,1.2816212028184326,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
WI-2,WI,2,Midwest,Urban,High,Very High,Low,Low,41.7,0.670036505029065,0.721712388419559,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
WI-3,WI,3,Midwest,Mixed,Medium,Very High,Low,Low,-4.699999999999996,1.170183243429708,1.2604324348978064,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
WI-4,WI,4,Midwest,Urban,Medium,Medium,High,Medium,52.89999999999999,0.737721460253238,0.7946174769158788,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
WI-5,WI,5,Midwest,Mixed,High,Very High,Low,Low,-22.800000000000004,1.1914857088792483,1.2833778313104183,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
WI-6,WI,6,Midwest,Rural,Medium,Very High,Low,Low,-15.6,1.1148710298230062,1.200854323121443,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
WI-7,WI,7,Midwest,Rural,Low,Very High,Low,Low,-19.9,1.0602881063423002,1.142061747229666,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
WI-8,WI,8,Midwest,Rural,Medium,Very High,Low,Low,-15.5,1.1144565600391796,1.200407887777446,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
WY-AL,WY,AL,Great Plains,Rural,Medium,Very High,Unknown,Low,-43.3,0.9887763280259203,1.0650346958056458,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
